"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1272","572","true","edge-chromium","117.0.2045","false","Windows 10","true","60.83","true","true","browser-check","0","996","0.0-0.0","100","0","20","25","25","30","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","5555","0.0-1.0","100","0","20","25","25","30","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","17992","0.0-2.0","100","0","20","25","25","30","","12388","{""prolific_id"":""630383c7944b3a58a9df92b5"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","19547","0.0-4.0","100","0","20","25","25","30","","1555","","","[{""page_index"":0,""viewing_time"":1554}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","26495","0.0-5.0-0.0","100","0","20","25","25","30","","5570","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","27844","0.0-7.0","100","0","20","25","25","30","","1348","","","[{""page_index"":0,""viewing_time"":1347}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","6","28744","0.0-8.0","100","0","20","25","25","30","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","7","31193","0.0-9.0","100","0","20","25","25","30","","2447","b","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","8","61415","0.0-10.0","100","0","20","25","25","30","","62185","{""silversky"":""20""}","","","","","","","","firstbet","no","native","fluent","24","silversky"
"","","","","","","","","","","","audio-survey-input-response","9","101455","0.0-11.0","100","0","20","25","25","30","","102195","{""silversky"":"""",""firewalker"":""25""}","","","","","","","","secondbet","no","native","disfluent","24","firewalker"
"","","","","","","","","","","","audio-survey-input-response","10","137311","0.0-12.0","100","0","20","25","25","30","","138010","{""silversky"":"""",""firewalker"":"""",""apocalypse"":""25""}","","","","","","","","thirdbet","no","nonnative","disfluent","24","apocalypse"
"","","","","","","","","","","","audio-survey-input-response","11","165957","0.0-13.0","100","0","20","25","25","30","","166619","{""silversky"":"""",""firewalker"":"""",""apocalypse"":"""",""blackblade"":""30""}","","","","","","","","forthbet","no","nonnative","fluent","24","blackblade"
"","","","","","","","","","","","instructions","12","169924","0.0-15.0","100","0","20","25","25","30","","3960","","","[{""page_index"":0,""viewing_time"":3959}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","13","228245","0.0-16.0","100","0","20","25","25","30","","58232","{""P0_Q0"":null,""trustworthy_nonnative"":9,""easy_nonnative"":8,""fluent_nonnative"":9,""strong_nonnative"":5,""P1_Q0"":null,""sociable_nonnative"":7,""friendly_nonnative"":8,""nice_nonnative"":9,""honest_nonnative"":9,""pleasant_nonnative"":8,""P2_Q0"":null,""competent_nonnative"":8,""smart_nonnative"":8,""educated_nonnative"":8,""intelligent_nonnative"":8,""successful_nonnative"":8,""P3_Q0"":null,""irritated_nonnative"":1,""interested_nonnative"":8,""enthusiastic_nonnative"":8,""frustrated_nonnative"":2,""annoyed_nonnative"":1,""happy_nonnative"":6}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","14","301535","0.0-17.0","100","0","20","25","25","30","","73257","{""P0_Q0"":null,""trustworthy_native"":8,""easy_native"":7,""fluent_native"":7,""strong_native"":2,""P1_Q0"":null,""sociable_native"":3,""friendly_native"":4,""nice_native"":5,""honest_native"":9,""pleasant_native"":5,""P2_Q0"":null,""irritated_native"":6,""interested_native"":7,""enthusiastic_native"":5,""frustrated_native"":5,""annoyed_native"":1,""happy_native"":5,""P3_Q0"":null,""competent_native"":6,""smart_native"":6,""educated_native"":6,""intelligent_native"":6,""successful_native"":6}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","15","429952","0.0-18.0","100","0","20","25","25","30","","128375","{""P0_Q0"":null,""country_native"":""England"",""country_nonnative"":""?"",""learn_future"":""Non-native speaker"",""P1_Q0"":null,""exposure_nn"":9,""exposure_n"":9,""P1_Q3"":null,""P1_Q4"":""No"",""P1_Q5"":1,""P2_Q0"":null,""naturalness_native"":6,""naturalness_nonnative"":2,""decision_making"":""By what the speakers said about their prior performance & trainer's comments"",""P2_Q4"":""Whether people find accents that are familiar to them more trustworthy"",""P2_Q5"":""""}","[{""P1_Q4"":false}]","","","","","","","survey_checks","","","","",""
