"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1680","939","true","chrome","117.0.0","false","Mac OS","true","59.99","true","true","browser-check","0","1005","0.0-0.0","70","0","20","10","10","30","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","3745","0.0-1.0","70","0","20","10","10","30","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","18382","0.0-2.0","70","0","20","10","10","30","","14602","{""prolific_id"":""5bcdc51fad25080001447512"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","22455","0.0-4.0","70","0","20","10","10","30","","4072","","","[{""page_index"":0,""viewing_time"":4072}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","28157","0.0-5.0-0.0","70","0","20","10","10","30","","5589","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","30156","0.0-7.0","70","0","20","10","10","30","","1998","","","[{""page_index"":0,""viewing_time"":1998}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","6","30429","0.0-8.0","70","0","20","10","10","30","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","7","48570","0.0-9.0","70","0","20","10","10","30","","18140","n","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","8","75935","0.0-10.0","70","0","20","10","10","30","","79331","{""apocalypse"":""20""}","","","","","","","","firstbet","no","nonnative","fluent","16","apocalypse"
"","","","","","","","","","","","audio-survey-input-response","9","115722","0.0-11.0","70","0","20","10","10","30","","119092","{""apocalypse"":"""",""firewalker"":""10""}","","","","","","","","secondbet","no","native","disfluent","16","firewalker"
"","","","","","","","","","","","audio-survey-input-response","10","145275","0.0-12.0","70","0","20","10","10","30","","148606","{""apocalypse"":"""",""firewalker"":"""",""blackblade"":""10""}","","","","","","","","thirdbet","no","native","fluent","16","blackblade"
"","","","","","","","","","","","audio-survey-input-response","11","186866","0.0-13.0","70","0","20","10","10","30","","190169","{""apocalypse"":"""",""firewalker"":"""",""blackblade"":"""",""silversky"":""30""}","","","","","","","","forthbet","no","nonnative","disfluent","16","silversky"
"","","","","","","","","","","","instructions","12","192806","0.0-15.0","70","0","20","10","10","30","","5938","","","[{""page_index"":0,""viewing_time"":5937}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","13","248406","0.0-16.0","70","0","20","10","10","30","","55568","{""P0_Q0"":null,""sociable_nonnative"":5,""friendly_nonnative"":6,""nice_nonnative"":6,""honest_nonnative"":8,""pleasant_nonnative"":7,""P1_Q0"":null,""competent_nonnative"":6,""smart_nonnative"":6,""educated_nonnative"":6,""intelligent_nonnative"":7,""successful_nonnative"":6,""P2_Q0"":null,""trustworthy_nonnative"":6,""easy_nonnative"":8,""fluent_nonnative"":8,""strong_nonnative"":7,""P3_Q0"":null,""irritated_nonnative"":2,""interested_nonnative"":5,""enthusiastic_nonnative"":5,""frustrated_nonnative"":2,""annoyed_nonnative"":1,""happy_nonnative"":4}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","14","297919","0.0-17.0","70","0","20","10","10","30","","49492","{""P0_Q0"":null,""trustworthy_native"":7,""easy_native"":9,""fluent_native"":8,""strong_native"":8,""P1_Q0"":null,""competent_native"":7,""smart_native"":6,""educated_native"":6,""intelligent_native"":7,""successful_native"":6,""P2_Q0"":null,""sociable_native"":5,""friendly_native"":7,""nice_native"":6,""honest_native"":8,""pleasant_native"":8,""P3_Q0"":null,""irritated_native"":2,""interested_native"":6,""enthusiastic_native"":5,""frustrated_native"":1,""annoyed_native"":2,""happy_native"":4}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","15","410557","0.0-18.0","70","0","20","10","10","30","","112618","{""P0_Q0"":null,""country_native"":""UK"",""country_nonnative"":""Spain"",""learn_future"":""Native speaker"",""P1_Q0"":null,""exposure_nn"":6,""exposure_n"":9,""P1_Q3"":null,""P1_Q4"":""Yes"",""P1_Q5"":2,""P2_Q0"":null,""naturalness_native"":5,""naturalness_nonnative"":4,""decision_making"":""I went with the information given and the confidence that I felt from the facts given to me"",""P2_Q4"":""To see if non-native speakers and native speakers have a different level of trustworthiness  "",""P2_Q5"":""n/a""}","[{""P1_Q4"":true}]","","","","","","","survey_checks","","","","",""
