"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1280","563","true","chrome","116.0.0","false","Windows 10","true","60.88","true","true","browser-check","0","994","0.0-0.0","100","0","20","45","10","25","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","3754","0.0-1.0","100","0","20","45","10","25","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","23984","0.0-2.0","100","0","20","45","10","25","","20181","{""prolific_id"":""6038e27cb97f853029eb964d"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","33533","0.0-4.0","100","0","20","45","10","25","","9548","","","[{""page_index"":0,""viewing_time"":9547}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","41094","0.0-5.0-0.0","100","0","20","45","10","25","","6931","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","58324","0.0-7.0","100","0","20","45","10","25","","17228","","","[{""page_index"":0,""viewing_time"":17228}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","6","62781","0.0-8.0","100","0","20","45","10","25","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","7","94831","0.0-9.0","100","0","20","45","10","25","","32049"," ","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","8","135559","0.0-10.0","100","0","20","45","10","25","","143370","{""apocalypse"":""20""}","","","","","","","","firstbet","no","native","fluent","1","apocalypse"
"","","","","","","","","","","","audio-survey-input-response","9","180187","0.0-11.0","100","0","20","45","10","25","","187957","{""apocalypse"":"""",""silversky"":""45""}","","","","","","","","secondbet","no","nonnative","fluent","1","silversky"
"","","","","","","","","","","","audio-survey-input-response","10","230543","0.0-12.0","100","0","20","45","10","25","","238268","{""apocalypse"":"""",""silversky"":"""",""firewalker"":""10""}","","","","","","","","thirdbet","no","native","disfluent","1","firewalker"
"","","","","","","","","","","","audio-survey-input-response","11","268104","0.0-13.0","100","0","20","45","10","25","","275779","{""apocalypse"":"""",""silversky"":"""",""firewalker"":"""",""blackblade"":""25""}","","","","","","","","forthbet","no","nonnative","disfluent","1","blackblade"
"","","","","","","","","","","","instructions","12","274747","0.0-15.0","100","0","20","45","10","25","","6641","","","[{""page_index"":0,""viewing_time"":6641}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","13","355268","0.0-16.0","100","0","20","45","10","25","","80475","{""P0_Q0"":null,""irritated_native"":7,""interested_native"":3,""enthusiastic_native"":1,""frustrated_native"":7,""annoyed_native"":8,""happy_native"":3,""P1_Q0"":null,""sociable_native"":4,""friendly_native"":3,""nice_native"":5,""honest_native"":5,""pleasant_native"":4,""P2_Q0"":null,""trustworthy_native"":5,""easy_native"":9,""fluent_native"":7,""strong_native"":5,""P3_Q0"":null,""competent_native"":3,""smart_native"":4,""educated_native"":5,""intelligent_native"":4,""successful_native"":5}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","14","430981","0.0-17.0","100","0","20","45","10","25","","75689","{""P0_Q0"":null,""sociable_nonnative"":6,""friendly_nonnative"":7,""nice_nonnative"":5,""honest_nonnative"":7,""pleasant_nonnative"":6,""P1_Q0"":null,""competent_nonnative"":5,""smart_nonnative"":7,""educated_nonnative"":8,""intelligent_nonnative"":6,""successful_nonnative"":5,""P2_Q0"":null,""irritated_nonnative"":2,""interested_nonnative"":6,""enthusiastic_nonnative"":4,""frustrated_nonnative"":3,""annoyed_nonnative"":2,""happy_nonnative"":5,""P3_Q0"":null,""trustworthy_nonnative"":5,""easy_nonnative"":4,""fluent_nonnative"":8,""strong_nonnative"":9}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","15","563544","0.0-18.0","100","0","20","45","10","25","","132534","{""P0_Q0"":null,""country_native"":""England, Northern maybe"",""country_nonnative"":""Spain "",""learn_future"":""Non-native speaker"",""P1_Q0"":null,""exposure_nn"":6,""exposure_n"":9,""P1_Q3"":null,""P1_Q4"":""Yes"",""P1_Q5"":1,""P2_Q0"":null,""naturalness_native"":9,""naturalness_nonnative"":4,""decision_making"":""Description and photo of horse"",""P2_Q4"":""Find out how choice is impacted by fluency of language"",""P2_Q5"":""""}","[{""P1_Q4"":true}]","","","","","","","survey_checks","","","","",""
